"Nama","Rating","Tanggal","Ulasan"
"Andry K.","8.5","15-Aug-21",""
"Jumia V.","8.5","15-Aug-21","Bersih nyaman adem pelayanan baik."
"Satria D. B. R.","8.5","15-Aug-21","Terbaik, staff nya ramah abis cuk."
"Afry y.","8.5","17-Aug-21","Sangat nyaman dan deket sama cafe-cafe pinggir laut."
"Andry K.","8.5","15-Aug-21",""
"Jumia V.","8.5","15-Aug-21","Bersih nyaman adem pelayanan baik."
"Satria D. B. R.","8.5","15-Aug-21","Terbaik, staff nya ramah abis cuk."
"Adolf T. B. S.","8.5","2-Jul-21","Lokasinya bagus, bersih dan nyaman. Terima kasih."
"Lambok E. S. T.","8.5","15-Jun-21","Sangat mantap hotelnya. Dan nyaman."
"Agung P.","8.5","3-Jun-21","Bagus interior bagus dan nyaman employment nya ramah dengan pelayanannya."
"Jeanny A.","8.5","18-May-21","semuanya baik,dari pelayanan,kebersihan dan makanann"
"Adolf T. B. S.","8.5","2-Jul-21","Lokasinya bagus, bersih dan nyaman. Terima kasih."
"Lambok E. S. T.","8.5","15-Jun-21","Sangat mantap hotelnya. Dan nyaman."
"Agung P.","8.5","3-Jun-21","Bagus interior bagus dan nyaman employment nya ramah dengan pelayanannya."
"Jeanny A.","8.5","18-May-21","semuanya baik,dari pelayanan,kebersihan dan makanann"
"Ahmad B.","8.5","11-Mar-21",""
"Ruby K. M. P.","8.5","20-Feb-21","Proses check in sangat cepat, pelayanan ramah, kamar nyaman, variasi menu breakfast yang banyak banyak dan lezat. Excellent!"
"Anggie N. H.","8.5","31-Jan-21",""
"Ahmad B.","8.5","11-Mar-21",""
"Ruby K. M. P.","8.5","20-Feb-21","Proses check in sangat cepat, pelayanan ramah, kamar nyaman, variasi menu breakfast yang banyak banyak dan lezat. Excellent!"
"Anggie N. H.","8.5","31-Jan-21",""
"Arvi","8.5","Profil ini privat.","Lokasi yang strategi memberikan kesan yang luar biasa."
"Zila L.","8.5","5-Jan-21","cukup memuaskan dan lumayan nyaman."
"T Suzan F.","8.5","4-Jan-21","Menyenangkan, hanya kolam saja yang kecil jadi kalau anak kurang puas berenang di sini. Selain itu semua nyaman."
"ryska c.","8.5","4-Jan-21",""
"Arvi","8.5","Profil ini privat.","Lokasi yang strategi memberikan kesan yang luar biasa."
"Zila L.","8.5","5-Jan-21","cukup memuaskan dan lumayan nyaman."
"T Suzan F.","8.5","4-Jan-21","Menyenangkan, hanya kolam saja yang kecil jadi kalau anak kurang puas berenang di sini. Selain itu semua nyaman."
"ryska c.","8.5","4-Jan-21",""
"Imasitoh D. K.","8.5","15-Nov-20","Kamar persis seperti yang difoto, nyaman, bersih hanya saja kemarin cukup berisik dari kamar depan 🙏 But for all nyaman, bersih oke pelayanan bagus."
"Elly K.","8.5","26-Oct-20","Suasana yang tenang, elegant nyaman. Staff ramah. Menu sarapan juga sehat dan enak."
"Yessi T.","8.5","18-Sep-20","Tempat nyaman, bersih, makanan enak, pelayanan ramah."
"Imasitoh D. K.","8.5","15-Nov-20","Kamar persis seperti yang difoto, nyaman, bersih hanya saja kemarin cukup berisik dari kamar depan 🙏 But for all nyaman, bersih oke pelayanan bagus."
"Elly K.","8.5","26-Oct-20","Suasana yang tenang, elegant nyaman. Staff ramah. Menu sarapan juga sehat dan enak."
"Yessi T.","8.5","18-Sep-20","Tempat nyaman, bersih, makanan enak, pelayanan ramah."
"Septo A. W.","8.5","Profil ini privat.","Profesional, tempat sangat nyaman dan bersih, pelayanan baik."
"Rezkie P.","8.5","23-Jul-20",""
"Septo A. W.","8.5","Profil ini privat.","Profesional, tempat sangat nyaman dan bersih, pelayanan baik."
"Rezkie P.","8.5","23-Jul-20",""
"Riska P. S.","8.5","9-Feb-20","Bagus, tempatnya nyaman lah tidak berisik."
"Riska P. S.","8.5","3-Feb-20","Saya datang untuk ke dua kali buka kamar disini terus karena suananya enak banget tenang tidur."
"Giehk","8.5","Profil ini privat.","Saya suka untuk kamar hotelnya mukin next time saya check-in di sini lagi."
"Wulan K.","8.5","13-Jan-20","Kamar sangat nyaman dan sarapan sangat enak."
"Yoenoes E.","8.5","13-Jan-20","Hotel terbaik untuk beristirahat dan bermalam selama berada di Batam. Segala hal yang terdapat di dalamnya sangat memuaskan."
"Riska P. S.","8.5","9-Feb-20","Bagus, tempatnya nyaman lah tidak berisik."
"Riska P. S.","8.5","3-Feb-20","Saya datang untuk ke dua kali buka kamar disini terus karena suananya enak banget tenang tidur."
"Giehk","8.5","Profil ini privat.","Saya suka untuk kamar hotelnya mukin next time saya check-in di sini lagi."
"Wulan K.","8.5","13-Jan-20","Kamar sangat nyaman dan sarapan sangat enak."
"Yoenoes E.","8.5","13-Jan-20","Hotel terbaik untuk beristirahat dan bermalam selama berada di Batam. Segala hal yang terdapat di dalamnya sangat memuaskan."
"Yoenoes E.","8.5","11-Jan-20","Seluruh crew dan staf hotel ramah, kamar luas dan bersih. Makanan enak, menu makanan variatif. Lokasi yang strategis dan mudah dijangkau."
"Victor T. C.","8.5","18-Dec-19","Hotelnya bagus, perjalanan saya untuk bisnis jadi saya tidak menikmatinya. Untuk pelayanan, kebersihan, fasilitas semua oke. Sayang malnya belum jadi, hotel yang bagus."
"CHRISTIANTO L.","8.5","8-Dec-19","selama menginap menyenangkan, lokasi tdk jauh dari mana-mana, kamar nyaman, luas, bersih"
"Nurjanah","8.5","4-Dec-19","Saya sangat suka dengan hotel ini, selain bersih dan sarapannya sangat komplet sekali."
"Yoenoes E.","8.5","11-Jan-20","Seluruh crew dan staf hotel ramah, kamar luas dan bersih. Makanan enak, menu makanan variatif. Lokasi yang strategis dan mudah dijangkau."
"Victor T. C.","8.5","18-Dec-19","Hotelnya bagus, perjalanan saya untuk bisnis jadi saya tidak menikmatinya. Untuk pelayanan, kebersihan, fasilitas semua oke. Sayang malnya belum jadi, hotel yang bagus."
"CHRISTIANTO L.","8.5","8-Dec-19","selama menginap menyenangkan, lokasi tdk jauh dari mana-mana, kamar nyaman, luas, bersih"
"Nurjanah","8.5","4-Dec-19","Saya sangat suka dengan hotel ini, selain bersih dan sarapannya sangat komplet sekali."
"dandy d. s.","8.5","11-Jun-19","Hotel nyaman, menyambung dengan pusat perbelanjaan."
"Dian S. K.","8.5","21-May-19","Enjoy banget, sarapan enak hanya saja hotel tidak mengizinkan grab masuk."
"Evizer J. s.","8.5","8-May-19","Pengen balik lagi ke hotel ini."
"Purwoko","8.5","1-May-19","Senang bisa menginap di Swissbell hotel dan yang paling berkesan adalah breakfastnya banyak pilihan."
"Utami D. S.","8.5","20-Apr-19","Lokasi strategis, dekat kemana-mana."
"dandy d. s.","8.5","11-Jun-19","Hotel nyaman, menyambung dengan pusat perbelanjaan."
"Dian S. K.","8.5","21-May-19","Enjoy banget, sarapan enak hanya saja hotel tidak mengizinkan grab masuk."
"Evizer J. s.","8.5","8-May-19","Pengen balik lagi ke hotel ini."
"Purwoko","8.5","1-May-19","Senang bisa menginap di Swissbell hotel dan yang paling berkesan adalah breakfastnya banyak pilihan."
"Utami D. S.","8.5","20-Apr-19","Lokasi strategis, dekat kemana-mana."
"Novianna E.","8.5","19-Mar-19","Kami tiba pada hampir pukul 22.00 malam, sudah sepi tetapi check-in berjalan baik. Satu-satunya yang mengganjal adalah keengganan receptionist menjawab pertanyaan dimana saya boleh mengambil taxi blue bird? Sama sekali tidak dijawab melainkan petugas langsung mengakhiri dengan kata ""terima kasih ibu, selamat malam"". Kamar cukup baik, kami dijanjikan view menghadap taman dengan konsekuensinjauh dari elevator; tapi setiba di kamar entah bagian taman mana yang menjadi view kami. Fasilitas di sekitar hotel cukup lengkap. Mudah mencari makan di tengah malam sekalipun. Hotel juga bersih, tidak ada night club di hotel ini"
"Hafil Z.","8.5","16-Feb-19","Nyaman bersih, sarapan enak. Best hotel."
"Novianna E.","8.5","19-Mar-19","Kami tiba pada hampir pukul 22.00 malam, sudah sepi tetapi check-in berjalan baik. Satu-satunya yang mengganjal adalah keengganan receptionist menjawab pertanyaan dimana saya boleh mengambil taxi blue bird? Sama sekali tidak dijawab melainkan petugas langsung mengakhiri dengan kata ""terima kasih ibu, selamat malam"". Kamar cukup baik, kami dijanjikan view menghadap taman dengan konsekuensinjauh dari elevator; tapi setiba di kamar entah bagian taman mana yang menjadi view kami. Fasilitas di sekitar hotel cukup lengkap. Mudah mencari makan di tengah malam sekalipun. Hotel juga bersih, tidak ada night club di hotel ini"
"Hafil Z.","8.5","16-Feb-19","Nyaman bersih, sarapan enak. Best hotel."
"Cipto P.","8.5","22-Dec-18","Kamar bersih, luas, bersih, makan banyak jenis."
"Maria J. Y.","8.5","28-Aug-18","Bersih, ramah, dan kolam renangnya bersih juga."
"Cipto P.","8.5","22-Dec-18","Kamar bersih, luas, bersih, makan banyak jenis."
"Maria J. Y.","8.5","28-Aug-18","Bersih, ramah, dan kolam renangnya bersih juga."
"Maria J. Y.","8.5","21-Aug-18","Lokasi strategis, dekat dengan tempat makan dan nagoya tempat jual tas."
"Yuana P. L.","8.5","26-Jul-18","Semuanya oke, kamarnya bagus, fasilitas sip."
"Petrus S. S.","8.5","28-Jun-18","Fasilitas dan kamar bagus, lokasi dekat banyak jual sea food."
"Melasari a.","8.5","21-Jun-18","Lokasi hotel persis di kawasan dermaga, strategis, mudah cari makan di area sekitar hotel, di lantai basement ada supermarket juga. Sarapan banyak variasi. Minusnya bath towel, hand towel sudah kurang layak pakai dan baunya tidak enak."
"Maria J. Y.","8.5","21-Aug-18","Lokasi strategis, dekat dengan tempat makan dan nagoya tempat jual tas."
"Yuana P. L.","8.5","26-Jul-18","Semuanya oke, kamarnya bagus, fasilitas sip."
"Petrus S. S.","8.5","28-Jun-18","Fasilitas dan kamar bagus, lokasi dekat banyak jual sea food."
"Melasari a.","8.5","21-Jun-18","Lokasi hotel persis di kawasan dermaga, strategis, mudah cari makan di area sekitar hotel, di lantai basement ada supermarket juga. Sarapan banyak variasi. Minusnya bath towel, hand towel sudah kurang layak pakai dan baunya tidak enak."
"Rahmi F. D.","8.5","8-May-18","Penginapan yang memiliki good service mulai dari pelayanan resepsionist, room service, recommended banget buat family time. Menu sarapannya juga enak banget"
"Rahmi F. D.","8.5","8-May-18","Penginapan yang memiliki good service mulai dari pelayanan resepsionist, room service, recommended banget buat family time. Menu sarapannya juga enak banget"
"Eka O.","8.5","12-Nov-17","Bersih mewah dan peralatan di kamar yang lengkap, ada setrika di kamar sangat membantu"
"Eka O.","8.5","12-Nov-17","Bersih mewah dan peralatan di kamar yang lengkap, ada setrika di kamar sangat membantu"
"Hari A.","8.5","8-Oct-17","Top banget. Pertahankan terus pelayanannya"
"ismet a.","8.5","31-Aug-17","Ok dan sangat pelayanan sangat baik"
"Awaludin M.","8.5","21-Aug-17","Hotelnya enak deket harbour bay"
"Riya S.","8.5","13-Jul-17","Tempatnya dekat dengan pelanuhan internasional, nyaman dan bersih"
"Hari A.","8.5","8-Oct-17","Top banget. Pertahankan terus pelayanannya"
"ismet a.","8.5","31-Aug-17","Ok dan sangat pelayanan sangat baik"
"Awaludin M.","8.5","21-Aug-17","Hotelnya enak deket harbour bay"
"Riya S.","8.5","13-Jul-17","Tempatnya dekat dengan pelanuhan internasional, nyaman dan bersih"
"SONG Y. H.","8.5","28-Jun-17","Klosetnya tersumbat dan di dalam hotel bau obat kecoanya tajam."
"david","8.5","5-May-17","Mantabs...tidur nyaman d hotel berkelas.."
"Niken N.","8.5","24-Apr-17","Hotelnya nyaman. Bersih. Pelayanan bagus dan ramah."
"Arianty A.","8.5","27-Mar-17","Saya hanya butuh rehat sejenak. Tempat beristirahat"
"SONG Y. H.","8.5","28-Jun-17","Klosetnya tersumbat dan di dalam hotel bau obat kecoanya tajam."
"david","8.5","5-May-17","Mantabs...tidur nyaman d hotel berkelas.."
"Niken N.","8.5","24-Apr-17","Hotelnya nyaman. Bersih. Pelayanan bagus dan ramah."
"Arianty A.","8.5","27-Mar-17","Saya hanya butuh rehat sejenak. Tempat beristirahat"
"Husin Z.","8.5","26-Jan-17","Pertahankan...siip ok..good all.."
"Husin Z.","8.5","26-Jan-17","Pertahankan...siip ok..good all.."
"Abubakar Y. T.","8.5","29-Dec-16","Minus : Kedapetan kamar yg ACnya rusak..suka mati sendiri.., pintu akses dari parkir mobil ke hotel selalu ditutup..jadi harus jalan memutar..kalau memang nggak boleh lewat ngapain ada pintu.. Plus : staf hotel yg ramah dan fast response , great in dining food and breakfast.. Overall we were enjoying staying in this Hotel..but maybe have to reconsider if want to stay at there again.."
"Jimmy H.","8.5","18-Dec-16","Hotel bagus dan nyaman, kedatangan berikutnya mungkin nginap di sini lagi"
"Devi N.","8.5","3-Dec-16","Hotel yang nyaman, suatu waktu menginap disini lagi..."
"Abubakar Y. T.","8.5","29-Dec-16","Minus : Kedapetan kamar yg ACnya rusak..suka mati sendiri.., pintu akses dari parkir mobil ke hotel selalu ditutup..jadi harus jalan memutar..kalau memang nggak boleh lewat ngapain ada pintu.. Plus : staf hotel yg ramah dan fast response , great in dining food and breakfast.. Overall we were enjoying staying in this Hotel..but maybe have to reconsider if want to stay at there again.."
"Jimmy H.","8.5","18-Dec-16","Hotel bagus dan nyaman, kedatangan berikutnya mungkin nginap di sini lagi"
"Devi N.","8.5","3-Dec-16","Hotel yang nyaman, suatu waktu menginap disini lagi..."
"Guest","8.5","9-Aug-16","Nyaman, bersih, menu variatif dan no 1 dalam pelayanan."
"fajar n. p.","8.5","7-Aug-16","Nyaman, internet wifi cepat, makanan lumayan enak."
"Guest","8.5","9-Aug-16","Nyaman, bersih, menu variatif dan no 1 dalam pelayanan."
"fajar n. p.","8.5","7-Aug-16","Nyaman, internet wifi cepat, makanan lumayan enak."
"eki r.","8.5","10-Mar-16","Nyaman dan bersih dan strategis tempat nya"
"eki r.","8.5","10-Mar-16","Nyaman dan bersih dan strategis tempat nya"
"Dody S. T.","8.5","3-Jan-16","Makanan, pelayanan, kamar nya ok"
"Guest","8.5","24-Dec-15","Memuaskan, hanya kunci koq cuma ada 1 jadi agak repot"
"Fitri Y.","8.5","18-Nov-15","Awesome hotel.. Will b back soon."
"Heru P. S.","8.5","2-Jun-15","Sangat disayangkan taxi Bluebird ngak bisa ngambil penumpang"
"Dody S. T.","8.5","3-Jan-16","Makanan, pelayanan, kamar nya ok"
"Guest","8.5","24-Dec-15","Memuaskan, hanya kunci koq cuma ada 1 jadi agak repot"
"Fitri Y.","8.5","18-Nov-15","Awesome hotel.. Will b back soon."
"Heru P. S.","8.5","2-Jun-15","Sangat disayangkan taxi Bluebird ngak bisa ngambil penumpang"
"Yohana A.","8.5","1-Jul-22","Saya memesannya untuk saudara ipar saya, mereka sangat menikmati kamar yang indah, sarapan yang lezat juga, mereka menyebutkan bagaimana makanannya benar-benar enak . Di sebelah hotel ada supermarket Gogo, jadi mudah untuk membeli kebutuhan sehari-hari. Di Harbour Bay, Anda dapat dengan mudah menemukan banyak restoran dan toko serba ada, jadi, akan sangat menyenangkan untuk berlibur. Satu hal yang perlu ditingkatkan adalah tata letak di dalam lobi, harus lebih nyaman bagi para tamu. Terima kasih Swiss-Belhotel atas keramahan Anda 🙏😊."
"Tika P.","8.5","1-Jan-22","Saya senang 😁 terima kasih banyak atas pelayanannya ."
"Yohana A.","8.5","1-Jul-22","Saya memesannya untuk saudara ipar saya, mereka sangat menikmati kamar yang indah, sarapan yang lezat juga, mereka menyebutkan bagaimana makanannya benar-benar enak . Di sebelah hotel ada supermarket Gogo, jadi mudah untuk membeli kebutuhan sehari-hari. Di Harbour Bay, Anda dapat dengan mudah menemukan banyak restoran dan toko serba ada, jadi, akan sangat menyenangkan untuk berlibur. Satu hal yang perlu ditingkatkan adalah tata letak di dalam lobi, harus lebih nyaman bagi para tamu. Terima kasih Swiss-Belhotel atas keramahan Anda 🙏😊."
"Tika P.","8.5","1-Jan-22","Saya senang 😁 terima kasih banyak atas pelayanannya ."
"Dea I. D.","8.5","1-Mar-21","Pelayanan bagus dan nyaman banget 😊"
"WITRA R.","8.5","7-Feb-21","Suka keramahan, tempat terbaik untuk tinggal."
"Nadya R. I.","8.5","2-Jan-21","Saya tidur seperti putri di sini. Begitu nyaman sarapannya sangat enak terutama kue"
"Ardoan A. U.","8.5","25-Oct-20","Kebersihan, sarapan enak, dan nyaman."
"Dea I. D.","8.5","1-Mar-21","Pelayanan bagus dan nyaman banget 😊"
"WITRA R.","8.5","7-Feb-21","Suka keramahan, tempat terbaik untuk tinggal."
"Nadya R. I.","8.5","2-Jan-21","Saya tidur seperti putri di sini. Begitu nyaman sarapannya sangat enak terutama kue"
"Ardoan A. U.","8.5","25-Oct-20","Kebersihan, sarapan enak, dan nyaman."
"Merlin N. H.","8.5","2-Mar-20","Layanan bagus 💜"
"Yanuar A. S.","8.5","17-Feb-20","Fasilitas hotel sangat bagus, staf sangat membantu. restorannya menyajikan berbagai makanan dan minuman. tempat yang bagus untuk tinggal."
"Merlin N. H.","8.5","2-Mar-20","Layanan bagus 💜"
"Yanuar A. S.","8.5","17-Feb-20","Fasilitas hotel sangat bagus, staf sangat membantu. restorannya menyajikan berbagai makanan dan minuman. tempat yang bagus untuk tinggal."
"Andreas","8.5","5-Jun-19","Tempatnya nyaman di kota"
"Riri F. Z.","8.5","1-Apr-19","Hotel pilihan terbaik untuk menginap di Batam!"
"Andreas","8.5","5-Jun-19","Tempatnya nyaman di kota"
"Riri F. Z.","8.5","1-Apr-19","Hotel pilihan terbaik untuk menginap di Batam!"
"Fajar F.","8.5","29-Jan-19","Kamar yang bagus dan ballroom yang besar! Dekat dari jalan utama dan mudah menemukan tempat ini, resepsionis dan stafnya sangat rendah hati, dekat dari indomaret, kamarnya bersih tapi kami hanya mendapatkan 2 pasta gigi dan sikat bahkan kamar yang saya pilih adalah untuk 4 orang. tamu dan sarapannya cukup baik."
"Tomi I.","8.5","11-Dec-18","Sarapannya sangat lezat,"
"Nurul A. D. A.","8.5","15-Sep-18","Tempat yang bagus untuk kesenangan atau bisnis. Kamar yang nyaman dan layanan yang bagus. Sarapan lezat dengan banyak pilihan. Tapi kolam renangnya terlalu kecil."
"Terence H.","8.5","17-Aug-18","Dapat melakukan perbaikan pada kondisi air kolam renang (air jernih) &amp; dan lantai (permukaan kolam kasar). Kolam renang hotel lainnya serupa tetapi dikelola dengan lebih baik."
"Fajar F.","8.5","29-Jan-19","Kamar yang bagus dan ballroom yang besar! Dekat dari jalan utama dan mudah menemukan tempat ini, resepsionis dan stafnya sangat rendah hati, dekat dari indomaret, kamarnya bersih tapi kami hanya mendapatkan 2 pasta gigi dan sikat bahkan kamar yang saya pilih adalah untuk 4 orang. tamu dan sarapannya cukup baik."
"Tomi I.","8.5","11-Dec-18","Sarapannya sangat lezat,"
"Nurul A. D. A.","8.5","15-Sep-18","Tempat yang bagus untuk kesenangan atau bisnis. Kamar yang nyaman dan layanan yang bagus. Sarapan lezat dengan banyak pilihan. Tapi kolam renangnya terlalu kecil."
"Terence H.","8.5","17-Aug-18","Dapat melakukan perbaikan pada kondisi air kolam renang (air jernih) &amp; dan lantai (permukaan kolam kasar). Kolam renang hotel lainnya serupa tetapi dikelola dengan lebih baik."
"arfin w.","8.5","22-Jun-18","Bagus"
"arfin w.","8.5","22-Jun-18","Bagus"
"LEW D. L.","8.5","16-Aug-17","Staf pelayanan yang baik dan ramah."
"Zico Z.","8.5","3-Jun-17","Hotel ini bagus dan bersih. Terima kasih"
"LEW D. L.","8.5","16-Aug-17","Staf pelayanan yang baik dan ramah."
"Zico Z.","8.5","3-Jun-17","Hotel ini bagus dan bersih. Terima kasih"
"HERRY","8.5","6-Mar-17","Pelayanan yang baik dan hotel yang bagus untuk tinggal."
"Dewanti N. S.","8.5","16-Feb-17","Kondisi bagus dan bersih dan bagus"
"Guest","8.5","8-Feb-17","Ruangan itu mewah dan sangat berkelas, jadi kami senang tinggal"
"Deinar R. A.","8.5","30-Jan-17","Makanan yang baik, layanan oke, dekat pelabuhan"
"HERRY","8.5","6-Mar-17","Pelayanan yang baik dan hotel yang bagus untuk tinggal."
"Dewanti N. S.","8.5","16-Feb-17","Kondisi bagus dan bersih dan bagus"
"Guest","8.5","8-Feb-17","Ruangan itu mewah dan sangat berkelas, jadi kami senang tinggal"
"Deinar R. A.","8.5","30-Jan-17","Makanan yang baik, layanan oke, dekat pelabuhan"
"erina z.","8.5","27-Dec-16","tempat yang menyenangkan untuk membawa keluarga saya"
"Hindrianto L.","8.5","2-Nov-16","Lokasi yang baik. Terhubung ke Harbour Bay."
"Lioe S. H.","8.5","2-Oct-16","Bersih dan nyaman dan atas semua baik"
"bob s. p.","8.5","8-Aug-16","Sangat bagus. Aku benar-benar seperti ruangan."
"erina z.","8.5","27-Dec-16","tempat yang menyenangkan untuk membawa keluarga saya"
"Hindrianto L.","8.5","2-Nov-16","Lokasi yang baik. Terhubung ke Harbour Bay."
"Lioe S. H.","8.5","2-Oct-16","Bersih dan nyaman dan atas semua baik"
"bob s. p.","8.5","8-Aug-16","Sangat bagus. Aku benar-benar seperti ruangan."
"Matari S.","8.5","11-Jul-16","hotel besar, sangat bersih, baik lokasi, baik staf, fasilitas"
"Jeffrey W.","8.5","Profil ini privat.","Nice and clean hotel, room is consider large, lights condition is bright enough during night time. All staff are very friendly. Good for family and kids. Downside the connected mall was gone so need to walk passthrough open area from harbour bay to main door hotel. Hope next visit the connection doorway will be available again."
"mia o. r.","8.5","7-Sep-21","Nice place, helpful staff, tasty food."
"Meiky R.","8.5","27-Jun-21","Awesome, no comment for the services, but too bad swimming pool under maintenance."
"Matari S.","8.5","11-Jul-16","hotel besar, sangat bersih, baik lokasi, baik staf, fasilitas"
"Jeffrey W.","8.5","Profil ini privat.","Nice and clean hotel, room is consider large, lights condition is bright enough during night time. All staff are very friendly. Good for family and kids. Downside the connected mall was gone so need to walk passthrough open area from harbour bay to main door hotel. Hope next visit the connection doorway will be available again."
"mia o. r.","8.5","7-Sep-21","Nice place, helpful staff, tasty food."
"Meiky R.","8.5","27-Jun-21","Awesome, no comment for the services, but too bad swimming pool under maintenance."
"Mohd Z. B. D.","8","4-Feb-20","kamar bersih, pelayanan dan makanan bagus"
"Guest","8","13-Nov-14","Tempatnya bersih, hotelnya baik dan servisnya juga amat memadai."
"Anonim","8","Ini adalah pengguna tamu.","Hotel baru dan berkelas, lokasi juga cukup strategis, terutama jika berkepentingan untuk ke Singapore."
"Anonim","8","Ini adalah pengguna tamu.","Pelayanan bagus, kamar ok, breakfast juga menarik, lokasi dekat harbour bay"
"Anonim","8","Ini adalah pengguna tamu.","Bersih, tenang, makanan enak, dekat dengan pelabuhan dan pusat kuliner"
"Anonim","8","Ini adalah pengguna tamu.","Hotel baru dan berkelas, lokasi juga cukup strategis, terutama jika berkepentingan untuk ke Singapore."
"Anonim","8","Ini adalah pengguna tamu.","Pelayanan bagus, kamar ok, breakfast juga menarik, lokasi dekat harbour bay"
"Anonim","8","Ini adalah pengguna tamu.","Bersih, tenang, makanan enak, dekat dengan pelabuhan dan pusat kuliner"
"Anonim","8","Ini adalah pengguna tamu.","Hotel baru dan berkelas, lokasi juga cukup strategis, terutama jika berkepentingan untuk ke Singapore."
"Anonim","8","Ini adalah pengguna tamu.","Pelayanan bagus, kamar ok, breakfast juga menarik, lokasi dekat harbour bay"
"Anonim","8","Ini adalah pengguna tamu.","Bersih, tenang, makanan enak, dekat dengan pelabuhan dan pusat kuliner"
"Guest","8","13-Nov-14","Tempatnya bersih, hotelnya baik dan servisnya juga amat memadai."
"Guest","8","13-Nov-14","Tempatnya bersih, hotelnya baik dan servisnya juga amat memadai."
"Mohd Z. B. D.","8","4-Feb-20","kamar bersih, pelayanan dan makanan bagus"
"Mohd Z. B. D.","8","4-Feb-20","kamar bersih, pelayanan dan makanan bagus"
"Abdul R. F.","7.6","5-Jul-15","Petugas di front desk kurang ramah terhadap tamu domestik beda halnya saat menghadapi tamu asing. Untuk petugas lainnya seperti bell boy atau sekuriti semua ramah. Kebersihan oke, kenyamanan juga oke, hanya dari 3 lift yang tersedia kadang salah satu tidak dioperasikan entah karena rusak atau karena sedang di maintenance atau karena alasan efisiensi. Untuk makanan saya rasa sama dengan rata2 hotel pada umumnya, tapi ada yang saya paling suka yaitu rotinya fresh from the oven dan enak untuk menemani makan sahur karena makanan nasi dll nya rata2 agak pedas (gaya makanan melayu) jadi agak kurang cocok dengan perut saya. Overall hotel ini saya rekomendasikan untuk para traveler yang ingin berkunjung ke batam, lokasinya juga dekat dengan pelabuhan penyeberangan ke singapura dan dekat dengan mall (walaupun sepi pengunjung) tapi ada supermarketnya sehingga memudahkan untuk belanja kebutuhan mendadak. Selain itu dekat juga dengan Nagoya tempat kita belanja oleh2 untuk keluarga di rumah."
"Abdul R. F.","7.6","5-Jul-15","Petugas di front desk kurang ramah terhadap tamu domestik beda halnya saat menghadapi tamu asing. Untuk petugas lainnya seperti bell boy atau sekuriti semua ramah. Kebersihan oke, kenyamanan juga oke, hanya dari 3 lift yang tersedia kadang salah satu tidak dioperasikan entah karena rusak atau karena sedang di maintenance atau karena alasan efisiensi. Untuk makanan saya rasa sama dengan rata2 hotel pada umumnya, tapi ada yang saya paling suka yaitu rotinya fresh from the oven dan enak untuk menemani makan sahur karena makanan nasi dll nya rata2 agak pedas (gaya makanan melayu) jadi agak kurang cocok dengan perut saya. Overall hotel ini saya rekomendasikan untuk para traveler yang ingin berkunjung ke batam, lokasinya juga dekat dengan pelabuhan penyeberangan ke singapura dan dekat dengan mall (walaupun sepi pengunjung) tapi ada supermarketnya sehingga memudahkan untuk belanja kebutuhan mendadak. Selain itu dekat juga dengan Nagoya tempat kita belanja oleh2 untuk keluarga di rumah."
"Abdul R. F.","7.6","5-Jul-15","Petugas di front desk kurang ramah terhadap tamu domestik beda halnya saat menghadapi tamu asing. Untuk petugas lainnya seperti bell boy atau sekuriti semua ramah. Kebersihan oke, kenyamanan juga oke, hanya dari 3 lift yang tersedia kadang salah satu tidak dioperasikan entah karena rusak atau karena sedang di maintenance atau karena alasan efisiensi. Untuk makanan saya rasa sama dengan rata2 hotel pada umumnya, tapi ada yang saya paling suka yaitu rotinya fresh from the oven dan enak untuk menemani makan sahur karena makanan nasi dll nya rata2 agak pedas (gaya makanan melayu) jadi agak kurang cocok dengan perut saya. Overall hotel ini saya rekomendasikan untuk para traveler yang ingin berkunjung ke batam, lokasinya juga dekat dengan pelabuhan penyeberangan ke singapura dan dekat dengan mall (walaupun sepi pengunjung) tapi ada supermarketnya sehingga memudahkan untuk belanja kebutuhan mendadak. Selain itu dekat juga dengan Nagoya tempat kita belanja oleh2 untuk keluarga di rumah."
"AYU F.","7.5","15-Apr-21","Sarapan cuma untuk 1 orang, tidak rajin baca kena zonk."
"AYU F.","7.5","15-Apr-21","Sarapan cuma untuk 1 orang, tidak rajin baca kena zonk."
"AYU F.","7.5","15-Apr-21","Sarapan cuma untuk 1 orang, tidak rajin baca kena zonk."
"zuhair","7.2","28-Feb-16","Baik kamar, sarapan yang baik, lokasi rata-rata"
"zuhair","7.2","28-Feb-16","Baik kamar, sarapan yang baik, lokasi rata-rata"
"Anonim","7","Ini adalah pengguna tamu.","Hotel nya bagus, bersih dan nyaman. kecewa aja sarapan pagi tidak bisa di antar ke kamar. padahal di hotel lain yang pernah saya menginap bnykan bisa antar sarapan pagi"
"Anonim","7","Ini adalah pengguna tamu.","Bagus, nyaman, suasana juga enak, cuma breakfast masih kurang memuaskan ,"
"Erwin L.","7","21-Jan-15","Kamar luas, bersih demikian juga kamar mandi bersih. Namun saya sedikit kecewa queen size bed-nya itu dari 2 twin bed jadi kurang nyaman kalau tidur bergeser ke bagian tengah"
"Eri F. A.","7","29-Jul-17","Lokasi enak dekat dengan pelabuhan ferry, cukup dekat ke nagoya Perlu peningkatan keramah tamahan semua karyawan"
