"Nama","Rating","Tanggal","Ulasan"
"Ibnu H.","8.5","Profil ini privat.","Aminities yang sudah tua tetapi sangat terawat dengan rapi. Arena berenang untuk keluarga yang nyaman."
"Yuni Y.","10","9-Sep-16","Sangat memuaskan, dekat dengan pusat kota. Apa aja ada di hotel ini. Overall keren banget."
"ERNI H.","8.5","5-Sep-16","Sangat bagus dan memuaskan, saya senang tidur di hotel planet."
"Ridho R.","9.4","28-Aug-16","Hotelnya nyaman dan lokasi strategis."
"Nanda D. P.","8.5","26-Aug-16","Sangat menyenangkan dan bakalan kesana lagi."
"Weresti K.","8.8","24-Aug-16","Pelayanan yang bagus. Kebersihan terjamin."
"erwan","10","21-Aug-16","Oke, tempat yang nyaman, sarapannya juga enak."
"Suhairi","8.5","19-Aug-16","Cocok untuk liburan keluarga, fasilitas yang disediakan sangat lengkap"
"Mulia R.","8.5","16-Aug-16","Hospitality sudah ok, gedung perlu renovasi. Thanks"
"Awiyah","8.7","12-Aug-16","Tempatnya strategis deket darimana2, mall dan habour di tengah kota, tp untuk makanan dan breakfastnya kurang enak."
"joko s.","8.8","12-Aug-16","Makananya kurang enak dan nggak banyak pilihan padahal hotel bagus dan lokasi strategis bahkan wifinya lambat."
"punta p. p.","9.3","9-Aug-16","Utk seluruh fasilitas, baik lobby service, aquarium, kamar, pool, liftnya yg transparan, dan kamar twinnya, hingga concierge servicenya, saya puas. Breakfast yg kurang variasi dan kurang banyak pilihan. So tambahkan lagi variasi breakfastnya yaa. Trims."
"Guest","9.6","7-Aug-16","Luar biasa, hanya saat area swimming pool, saya di minta untuk tidak membawa makanan dan minuman dari luar, tapi kenapa when iam in area, alot of people There bring food & Beverage sesukanya....hmmmm, ini yang nggak bener🤔🙄"
"irawan e.","5.9","6-Aug-16","harga tidak sesuai dengan fasilitas yang disediakan..."
"Dodi R.","9.4","3-Aug-16","Ok. Lokasi strategis. Pelayanan ok"
"Weresti K.","8.8","24-Aug-16","Pelayanan yang bagus. Kebersihan terjamin."
"erwan","10","21-Aug-16","Oke, tempat yang nyaman, sarapannya juga enak."
"Suhairi","8.5","19-Aug-16","Cocok untuk liburan keluarga, fasilitas yang disediakan sangat lengkap"
"Mulia R.","8.5","16-Aug-16","Hospitality sudah ok, gedung perlu renovasi. Thanks"
"Awiyah","8.7","12-Aug-16","Tempatnya strategis deket darimana2, mall dan habour di tengah kota, tp untuk makanan dan breakfastnya kurang enak."
"joko s.","8.8","12-Aug-16","Makananya kurang enak dan nggak banyak pilihan padahal hotel bagus dan lokasi strategis bahkan wifinya lambat."
"punta p. p.","9.3","9-Aug-16","Utk seluruh fasilitas, baik lobby service, aquarium, kamar, pool, liftnya yg transparan, dan kamar twinnya, hingga concierge servicenya, saya puas. Breakfast yg kurang variasi dan kurang banyak pilihan. So tambahkan lagi variasi breakfastnya yaa. Trims."
"Guest","9.6","7-Aug-16","Luar biasa, hanya saat area swimming pool, saya di minta untuk tidak membawa makanan dan minuman dari luar, tapi kenapa when iam in area, alot of people There bring food & Beverage sesukanya....hmmmm, ini yang nggak bener🤔🙄"
"irawan e.","5.9","6-Aug-16","harga tidak sesuai dengan fasilitas yang disediakan..."
"Dodi R.","9.4","3-Aug-16","Ok. Lokasi strategis. Pelayanan ok"
"Helen T. N.","8.4","1-Aug-16","Kamar mandinya licin bahaya kalau anak-anak sendiri masuk kamar mandi, nanti tergelincir. Saya hampir tergelincir. Yang lainnya ok."
"indah b.","9.7","23-Jul-16","Kamarnya besar pelayan sangat ramah .fasilitasnya bnar2 lengkap .anak saya gk mau paling karena nyamannya ..cr tempat mkan dekat tinggl jln kaki aja .taksi hotelnya selalu siap kmanpun kt tujuan dan cepat bisa dikatakn harga nya ok.pokoknya top deh planet .sy.akan rekomendasi dengan kel .jg teman .oya cuma 1 aja breakfastnya lebih ditinggktkn variasinya ."
"Bagus B.","10","12-Jul-16","Hotelnya nyaman, pelayanannya sangat baik. Fasilitas seperti kolam renang, jacuzzi, fitness centre cukup baik."
"bintang p.","10","8-Jul-16","Kamar, kebersihan dan pelayanan oke dan baik. tapi menu breakfast kurang banyak variasi. Overall bagus dan memuaskan. Thank uou."
"Novian A.","10","4-Jul-16","Sangat memuaskan, dan fasilitas serta pelayanannya sangat ramah"
"Marlia M.","9.4","29-Jun-16","Memuaskan.....lobynya udah berubah,kalo bisa kursi di loby tetap banyak yah."
"debora n.","8.5","6-Jun-16","Hotel yang besar. kami menempati kamar di Lt 11 tetapi saat masuk ke kamar, tercium bau rokok dan saat itu oleh cleaning service diberikan 1 botol pengharum ruangan. Ternyata setelah AC dimatikan di didupkan kembali, bau rokok masih terasa. Padahal menurut mereka, lantai 11 dan 12 adalah ruangan tidak merokok. Tapi untuk kebersihan dan ukuran kamar yang luas dan fasilitas kamar yang baik. Sarapan pagi yang bervariasi . Secara keseluruhan, kami puas menginap di sini."
"jack n.","8.5","30-May-16","Menyenangkan dan memuaskan sekali."
"WIWIT W.","9.7","25-May-16","Sarapan pagi enak dan cocok untuk anak-anak kecil. Kamar bersih dan cukup luas untuk anak-anak bermain di dalam kamar. Kamar mandi bersih."
"AKBAR R.","10","9-May-16","Kamarnya bagus,bersih dan nyaman.untuk akses ke hotel gampang dan mudah"
"Helen T. N.","8.4","1-Aug-16","Kamar mandinya licin bahaya kalau anak-anak sendiri masuk kamar mandi, nanti tergelincir. Saya hampir tergelincir. Yang lainnya ok."
"indah b.","9.7","23-Jul-16","Kamarnya besar pelayan sangat ramah .fasilitasnya bnar2 lengkap .anak saya gk mau paling karena nyamannya ..cr tempat mkan dekat tinggl jln kaki aja .taksi hotelnya selalu siap kmanpun kt tujuan dan cepat bisa dikatakn harga nya ok.pokoknya top deh planet .sy.akan rekomendasi dengan kel .jg teman .oya cuma 1 aja breakfastnya lebih ditinggktkn variasinya ."
"Bagus B.","10","12-Jul-16","Hotelnya nyaman, pelayanannya sangat baik. Fasilitas seperti kolam renang, jacuzzi, fitness centre cukup baik."
"bintang p.","10","8-Jul-16","Kamar, kebersihan dan pelayanan oke dan baik. tapi menu breakfast kurang banyak variasi. Overall bagus dan memuaskan. Thank uou."
"Novian A.","10","4-Jul-16","Sangat memuaskan, dan fasilitas serta pelayanannya sangat ramah"
"Marlia M.","9.4","29-Jun-16","Memuaskan.....lobynya udah berubah,kalo bisa kursi di loby tetap banyak yah."
"debora n.","8.5","6-Jun-16","Hotel yang besar. kami menempati kamar di Lt 11 tetapi saat masuk ke kamar, tercium bau rokok dan saat itu oleh cleaning service diberikan 1 botol pengharum ruangan. Ternyata setelah AC dimatikan di didupkan kembali, bau rokok masih terasa. Padahal menurut mereka, lantai 11 dan 12 adalah ruangan tidak merokok. Tapi untuk kebersihan dan ukuran kamar yang luas dan fasilitas kamar yang baik. Sarapan pagi yang bervariasi . Secara keseluruhan, kami puas menginap di sini."
"jack n.","8.5","30-May-16","Menyenangkan dan memuaskan sekali."
"WIWIT W.","9.7","25-May-16","Sarapan pagi enak dan cocok untuk anak-anak kecil. Kamar bersih dan cukup luas untuk anak-anak bermain di dalam kamar. Kamar mandi bersih."
"AKBAR R.","10","9-May-16","Kamarnya bagus,bersih dan nyaman.untuk akses ke hotel gampang dan mudah"
"Ebjed E.","10","9-May-16","Hotelnya the best lah, puas banget, cocok buat liburan"
"Hendri G.","9.7","8-May-16","Nyaman dan pelayanan hotel yang ramah"
"Ivonica R. F.","8.5","6-May-16","Makanan di resto nya lebih di variasiin sedikit karena saya liat beberapa kali datang kesana makanannya selalu itu saja. Terima kasih"
"Budiprasetiyo K.","9.3","3-May-16","Sarapan pagi oke, AC dingin, air panas mantap. Air panas bathtub kok kuning, teras balcon banyak debu dan kotor. Saluran TV tidak ada untuk anak2 (cartoon, dll). Lantai kamar carpet di pertahankan, lebih nyaman kamar hotel pakai carpet (tapi harus selalu facum). Suara musik terdengan sampai kamar. Toilet kamar mantap dan mewah (bathtub). Secara keseluruhan nyaman dan asik, keluarga senang. Pasti kembali lagi, anak2 sangat senang."
"Hasanul H.","8.5","21-Apr-16","Nice place, kelihatan lebih bersih setelah renovasi"
"Awiyah A.","8.5","19-Apr-16","Hotelnya strategis dari mall terbesar dibatam, harga foodnya tidak terlalu mahal"
"Rokhmad P.","8.7","13-Apr-16","Pada umumnya bagus cuma prlayanannya masih perlu di tingkatkan"
"Weresti K.","9.4","28-Mar-16","Pelayanan bagus & cepat. Fasilitas memuaskan."
"Hari S. A.","8.5","27-Mar-16","Kamar bersih dan luas, lokasi strategis"
"Nurfadhilah N.","10","20-Mar-16","Pokoknya enaklah dekat mau kemana"" tidak jauh"""
"Ebjed E.","10","9-May-16","Hotelnya the best lah, puas banget, cocok buat liburan"
"Hendri G.","9.7","8-May-16","Nyaman dan pelayanan hotel yang ramah"
"Ivonica R. F.","8.5","6-May-16","Makanan di resto nya lebih di variasiin sedikit karena saya liat beberapa kali datang kesana makanannya selalu itu saja. Terima kasih"
"Budiprasetiyo K.","9.3","3-May-16","Sarapan pagi oke, AC dingin, air panas mantap. Air panas bathtub kok kuning, teras balcon banyak debu dan kotor. Saluran TV tidak ada untuk anak2 (cartoon, dll). Lantai kamar carpet di pertahankan, lebih nyaman kamar hotel pakai carpet (tapi harus selalu facum). Suara musik terdengan sampai kamar. Toilet kamar mantap dan mewah (bathtub). Secara keseluruhan nyaman dan asik, keluarga senang. Pasti kembali lagi, anak2 sangat senang."
"Hasanul H.","8.5","21-Apr-16","Nice place, kelihatan lebih bersih setelah renovasi"
"Awiyah A.","8.5","19-Apr-16","Hotelnya strategis dari mall terbesar dibatam, harga foodnya tidak terlalu mahal"
"Rokhmad P.","8.7","13-Apr-16","Pada umumnya bagus cuma prlayanannya masih perlu di tingkatkan"
"Weresti K.","9.4","28-Mar-16","Pelayanan bagus & cepat. Fasilitas memuaskan."
"Hari S. A.","8.5","27-Mar-16","Kamar bersih dan luas, lokasi strategis"
"Nurfadhilah N.","10","20-Mar-16","Pokoknya enaklah dekat mau kemana"" tidak jauh"""
"Guest","8.8","19-Mar-16","Lokasi yang dekat dengan pusat bisnis"
"Nanik P.","8.5","17-Mar-16","Recommended banget. udah beberapa kali juga ke sana. anak2 senang, udah nyoba beberapa hotel tapi anak2 kalau liburan lagi ngajaknya ke Planet Holiday."
"Guest","8.5","22-Feb-16","Pelayanan dan sarapan pagi dan makanan menu yang lain sangat memuaskan"
"Sugeng H.","10","15-Feb-16","Menyenangkan dan mengasyikan pokoke asyik lah"
"suryadi p.","10","11-Feb-16","Sangat menyenangkan kami sekeluarga..."
"Guest","8.8","9-Feb-16","Bagus, hanya saja makanannya kurang memuaskan, terutama makan pagi."
"Nessia Y.","8.5","1-Feb-16","Memuas kan cuma tidak puas dengan pelayanan karyawan bagian swimming pool nya tidak ramah muka jutek ngomong jutek."
"Guest","8.5","26-Jan-16","Nyaman, cocok untuk liburan keluarga"
"Guest","9.6","25-Jan-16","Hotel bagus dengan fasilitas OK. Sempat ada masalah dengan wi-fi namun ditanggapi dengan cepat dengan memberikan personal hot spot device, meski demikian masih kurang cepat. Makanan kurang, rasanya cenderung hambar meski variatif. Untuk fasilitas pendukung seperti kolam renang, sauna, jacuzzi dan whirlpool sangat OK untuk liburan bersama keluarga atau teman."
"Elfian I.","10","20-Jan-16","Hotel bagus bersih dan nyaman. Pantas untuk di rekomendasikan ."
"Guest","8.8","19-Mar-16","Lokasi yang dekat dengan pusat bisnis"
"Nanik P.","8.5","17-Mar-16","Recommended banget. udah beberapa kali juga ke sana. anak2 senang, udah nyoba beberapa hotel tapi anak2 kalau liburan lagi ngajaknya ke Planet Holiday."
"Guest","8.5","22-Feb-16","Pelayanan dan sarapan pagi dan makanan menu yang lain sangat memuaskan"
"Sugeng H.","10","15-Feb-16","Menyenangkan dan mengasyikan pokoke asyik lah"
"suryadi p.","10","11-Feb-16","Sangat menyenangkan kami sekeluarga..."
"Guest","8.8","9-Feb-16","Bagus, hanya saja makanannya kurang memuaskan, terutama makan pagi."
"Nessia Y.","8.5","1-Feb-16","Memuas kan cuma tidak puas dengan pelayanan karyawan bagian swimming pool nya tidak ramah muka jutek ngomong jutek."
"Guest","8.5","26-Jan-16","Nyaman, cocok untuk liburan keluarga"
"Guest","9.6","25-Jan-16","Hotel bagus dengan fasilitas OK. Sempat ada masalah dengan wi-fi namun ditanggapi dengan cepat dengan memberikan personal hot spot device, meski demikian masih kurang cepat. Makanan kurang, rasanya cenderung hambar meski variatif. Untuk fasilitas pendukung seperti kolam renang, sauna, jacuzzi dan whirlpool sangat OK untuk liburan bersama keluarga atau teman."
"Elfian I.","10","20-Jan-16","Hotel bagus bersih dan nyaman. Pantas untuk di rekomendasikan ."
"Zamzami A. K.","8.5","13-Jan-16","Menyenangkan, karena kami berlibur bersama keluarga dan anak2, mereka merasa senang."
"Elfian I.","10","11-Jan-16","Hotel bagus, bersih dan rapi. Lokasi nya sangat strategis."
"DWYANA P.","9.7","3-Jan-16","Lokasi hotel sangat strategis dan breakfast yang mantap"
"ibnu h. p.","9.7","2-Jan-16","Tempatnya enak, pelayanan memuaskan, lokasi strategis, kolam renangnya enak...next trip mau menginap sini lagi"
"Slamet M.","9.4","22-Dec-15","Ok saya rekomendasikan untuk mencoba holiday hotel dekat kemana mana"
"Marlinda","10","21-Dec-15","Nyaman dan pelayanan yang sangat bagus.."
"MUHAMMADIYAH A.","6","20-Dec-15","Kamar tidak sesuai pesanan dan lama baru dilayani karena pesanan sudah melalui Traveloka serta tidak diberikan bill hotel."
"Guest","8.5","25-Nov-15","Hotel sesuai dengan harganya. so far so good. AC duingin banget sampai pada ngembun ruangannya..."
"tony","8.5","29-Sep-15","Hotelnya memuaskan dan bersih, lokasi strategis"
"Dian S. N.","10","29-Sep-15","Deposit nya jangan terlalu tinggi hampir sama dengan harga kamar"
"Zamzami A. K.","8.5","13-Jan-16","Menyenangkan, karena kami berlibur bersama keluarga dan anak2, mereka merasa senang."
"Elfian I.","10","11-Jan-16","Hotel bagus, bersih dan rapi. Lokasi nya sangat strategis."
"DWYANA P.","9.7","3-Jan-16","Lokasi hotel sangat strategis dan breakfast yang mantap"
"ibnu h. p.","9.7","2-Jan-16","Tempatnya enak, pelayanan memuaskan, lokasi strategis, kolam renangnya enak...next trip mau menginap sini lagi"
"Slamet M.","9.4","22-Dec-15","Ok saya rekomendasikan untuk mencoba holiday hotel dekat kemana mana"
"Marlinda","10","21-Dec-15","Nyaman dan pelayanan yang sangat bagus.."
"MUHAMMADIYAH A.","6","20-Dec-15","Kamar tidak sesuai pesanan dan lama baru dilayani karena pesanan sudah melalui Traveloka serta tidak diberikan bill hotel."
"Guest","8.5","25-Nov-15","Hotel sesuai dengan harganya. so far so good. AC duingin banget sampai pada ngembun ruangannya..."
"tony","8.5","29-Sep-15","Hotelnya memuaskan dan bersih, lokasi strategis"
"Dian S. N.","10","29-Sep-15","Deposit nya jangan terlalu tinggi hampir sama dengan harga kamar"
"Raja A. S.","10","22-Sep-15","Hotelnya bersih, nyaman, good service"
"Andi F.","10","14-Sep-15","Sangat memuaskan Pelayanan bagus k"
"I Nyoman S. S.","7","24-Aug-15","Hotel tua tapi lumayan Perlu service yang baik untuk bersaing dengan hotel baru"
"Guest","6.2","19-Aug-15","Kita minta extra bed,,,tapi tidak di kirim,,pas check-out kita di cas extra bed,,untung kita teliti jadi enggak jadi ke cas extra bednya,,"
"muhamad j.","10","Profil ini privat.","Secara keseluruhan memuaskan, namun suara dari tempat hiburan masih tembus ke kamar, perlu perbaikan peredam suaranya"
"amriyadi","9.1","13-Aug-15","Hotel nya nyaman dan makanannya enak"
"Cong F.","9.7","6-Aug-15","Baik, mau kemana"" dekat, suasana juga menggoda"
"arifin","8.5","Profil ini privat.","Memuaskan service nya ramah dengan tamu"
"Yhoni H.","10","26-Jul-15","Hotel yang sangat bagus dari segi Pelayanan, fasilitas Dan knyamanan. Sekitar hotel ramai. Ruangan superior (1 queen bed Dan 1 single bed) cocok untuk Sekeluarga. Breakfast yang banyak pilihan Dan enak."
"N Ikuten B.","8.5","21-Jul-15","Memuaskan, kamar sesuai dengan pesanan. Booking hotel ini via Traveloka tidak ada masalah..semua lancar jaya dan harga dibawah rate yang di publish hotel ."
"Raja A. S.","10","22-Sep-15","Hotelnya bersih, nyaman, good service"
"Andi F.","10","14-Sep-15","Sangat memuaskan Pelayanan bagus k"
"I Nyoman S. S.","7","24-Aug-15","Hotel tua tapi lumayan Perlu service yang baik untuk bersaing dengan hotel baru"
"Guest","6.2","19-Aug-15","Kita minta extra bed,,,tapi tidak di kirim,,pas check-out kita di cas extra bed,,untung kita teliti jadi enggak jadi ke cas extra bednya,,"
"muhamad j.","10","Profil ini privat.","Secara keseluruhan memuaskan, namun suara dari tempat hiburan masih tembus ke kamar, perlu perbaikan peredam suaranya"
"amriyadi","9.1","13-Aug-15","Hotel nya nyaman dan makanannya enak"
"Cong F.","9.7","6-Aug-15","Baik, mau kemana"" dekat, suasana juga menggoda"
"arifin","8.5","Profil ini privat.","Memuaskan service nya ramah dengan tamu"
"Yhoni H.","10","26-Jul-15","Hotel yang sangat bagus dari segi Pelayanan, fasilitas Dan knyamanan. Sekitar hotel ramai. Ruangan superior (1 queen bed Dan 1 single bed) cocok untuk Sekeluarga. Breakfast yang banyak pilihan Dan enak."
"N Ikuten B.","8.5","21-Jul-15","Memuaskan, kamar sesuai dengan pesanan. Booking hotel ini via Traveloka tidak ada masalah..semua lancar jaya dan harga dibawah rate yang di publish hotel ."
"wilfrid a. s.","10","20-Jul-15","Lebih private dan tidak terganggu"
"Anton W.","8.5","19-Jul-15","Rapih bersih dan ramah.. Pertahankan terus salam sukses selalu"
"Guest","10","12-Jul-15","Mengesankan, pelayanan dan keramahan serta kebersihan Dan makanannya"
"Yuli F.","8.5","Profil ini privat.","Pelayanannya bagus.. Semua tepat waktu.. saya puas.."
"Guest","9.4","3-May-23","Hotel bagus, dekat banyak restoran/foodcourt."
"NOERMELIA R.","8.5","25-Apr-23","Saya memesan kamar deluxe dengan pemandangan balkon kolam renang, pengalaman menginap yang luar biasa di sini, karena Hari Raya 2023 dan masjid tepat di depan hotel, kami berjalan ke masjid untuk Sholat Ied dan sarapan dengan menu longtong di hotel, benar-benar Idul Fitri getaran, terlihat seperti hotel tua tetapi mereka menjaga kebersihan, staf yang ramah dan proses check out yang sangat cepat. Terima kasih Traveloka dan Planet hotel untuk pelayanan yang baik!"
"Supini b. n.","9.7","21-Mar-23","Bagus untuk menginap membawa keluarga."
"Adinda N. F. P.","5.2","17-Mar-23","Itu adalah pengalaman buruk bagi saya dan suami saya, kami check-in larut malam dan kami bertemu dengan resepsionis yang tidak profesional, kami mendapat kamar bau dengan kursi berdebu penuh rokok, sarung bantal kotor dan dudukan toilet, bagian terburuk adalah kamar berisik karena ada klub di hotel ini di level 4, jadi jika Anda mendapatkan level 6 harap ganti kamar Anda atau lebih baik cari tempat lain."
"Rodi S.","8.5","Profil ini privat.","Liburan Hotel Planet adalah yang terbaik."
"Shariff B. N.","9.7","26-Mar-22","Bersih dan nyaman. Dapat diakses ke banyak tempat makan dan pusat perbelanjaan."
"wilfrid a. s.","10","20-Jul-15","Lebih private dan tidak terganggu"
"Anton W.","8.5","19-Jul-15","Rapih bersih dan ramah.. Pertahankan terus salam sukses selalu"
"Guest","10","12-Jul-15","Mengesankan, pelayanan dan keramahan serta kebersihan Dan makanannya"
"Yuli F.","8.5","Profil ini privat.","Pelayanannya bagus.. Semua tepat waktu.. saya puas.."
"Guest","9.4","3-May-23","Hotel bagus, dekat banyak restoran/foodcourt."
"NOERMELIA R.","8.5","25-Apr-23","Saya memesan kamar deluxe dengan pemandangan balkon kolam renang, pengalaman menginap yang luar biasa di sini, karena Hari Raya 2023 dan masjid tepat di depan hotel, kami berjalan ke masjid untuk Sholat Ied dan sarapan dengan menu longtong di hotel, benar-benar Idul Fitri getaran, terlihat seperti hotel tua tetapi mereka menjaga kebersihan, staf yang ramah dan proses check out yang sangat cepat. Terima kasih Traveloka dan Planet hotel untuk pelayanan yang baik!"
"Supini b. n.","9.7","21-Mar-23","Bagus untuk menginap membawa keluarga."
"Adinda N. F. P.","5.2","17-Mar-23","Itu adalah pengalaman buruk bagi saya dan suami saya, kami check-in larut malam dan kami bertemu dengan resepsionis yang tidak profesional, kami mendapat kamar bau dengan kursi berdebu penuh rokok, sarung bantal kotor dan dudukan toilet, bagian terburuk adalah kamar berisik karena ada klub di hotel ini di level 4, jadi jika Anda mendapatkan level 6 harap ganti kamar Anda atau lebih baik cari tempat lain."
"Rodi S.","8.5","Profil ini privat.","Liburan Hotel Planet adalah yang terbaik."
"Shariff B. N.","9.7","26-Mar-22","Bersih dan nyaman. Dapat diakses ke banyak tempat makan dan pusat perbelanjaan."
"Katharine R. H.","8.5","23-Mar-22","Pelayanan yang baik dan sangat luar biasa 😁."
"Denson o.","9.7","13-Mar-20","Layanan pelanggan yang ramah dan membantu. kebersihan dan rasa nyaman ketika tinggal di sana. Saya akan merekomendasikan orang untuk tinggal di sana"
"Arijariski","6.3","11-Mar-20","Saya kehilangan helm saya di tempat parkir dan sepeda motor saya tergores"
"Chrisanti M. R.","8.5","Profil ini privat.","Saya suka tinggal di sini .. kebanyakan alasan gratis untuk memesan GrabCar / GoCar."
"Agus P.","8.5","11-Feb-20","Bersih, ramah, nyaman dan direkomendasikan hotel di batam"
"Levi P. M.","9.7","5-Feb-20","sangat bersemangat .... tempat yang nyaman ... dekat dengan klub ... fasilitas bagus ... harap dapatkan tempat ini lagi"
"Dharma W.","9.7","3-Feb-20","tempat bagus, lokasi bagus, harga bagus"
"Ayu F.","9.4","20-Jan-20","ruangan tampak persis seperti gambar, makanan yang begitu nyaman, lezat dan harga terbaik."
"Reynhard M. S.","9.7","4-Jan-20","Teman saya mengatakan itu luar biasa berada di sana, dan ibunya menangis karena terpengaruh."
"Andrianto M.","8.5","3-Jan-20","WiFi tidak berfungsi di lantai 12"
"Katharine R. H.","8.5","23-Mar-22","Pelayanan yang baik dan sangat luar biasa 😁."
"Denson o.","9.7","13-Mar-20","Layanan pelanggan yang ramah dan membantu. kebersihan dan rasa nyaman ketika tinggal di sana. Saya akan merekomendasikan orang untuk tinggal di sana"
"Arijariski","6.3","11-Mar-20","Saya kehilangan helm saya di tempat parkir dan sepeda motor saya tergores"
"Chrisanti M. R.","8.5","Profil ini privat.","Saya suka tinggal di sini .. kebanyakan alasan gratis untuk memesan GrabCar / GoCar."
"Agus P.","8.5","11-Feb-20","Bersih, ramah, nyaman dan direkomendasikan hotel di batam"
"Levi P. M.","9.7","5-Feb-20","sangat bersemangat .... tempat yang nyaman ... dekat dengan klub ... fasilitas bagus ... harap dapatkan tempat ini lagi"
"Dharma W.","9.7","3-Feb-20","tempat bagus, lokasi bagus, harga bagus"
"Ayu F.","9.4","20-Jan-20","ruangan tampak persis seperti gambar, makanan yang begitu nyaman, lezat dan harga terbaik."
"Reynhard M. S.","9.7","4-Jan-20","Teman saya mengatakan itu luar biasa berada di sana, dan ibunya menangis karena terpengaruh."
"Andrianto M.","8.5","3-Jan-20","WiFi tidak berfungsi di lantai 12"
"Adrian E. L.","8.5","31-Dec-19","hebat dalam setiap aspek .. 1 kata: sempurna!"
"Hasanuddin I.","8.8","7-Dec-19","Hotel ini ok, khas Hotel tua tapi terawat dengan baik. Fasilitas lengkap, sarapan berlimpah. Bisa menggunakan sedikit lebih banyak perawatan. Sempurna untuk mereka yang berada di Batam untuk bekerja."
"Ahmad Z.","8.5","6-Oct-19","Hotel bagus dan bersih terletak di pusat kota"
"DES A.","9.7","29-Sep-19","Hotel yang bagus di lokasi yang baik. perbaikan bisa dilakukan ke arah menu sarapan."
"Agata B.","9.7","30-Jul-19","pelayanan prima! rupanya kamar yang dipesan penuh dan mereka meningkatkan kamar kami secara gratis."
"Bayu A.","8.7","29-May-19","Hotel yang bagus dengan fasilitas lengkap, bersih dan rapi, tetapi kolam renang tutup lebih awal karena ada acara buka puasa selama bulan puasa. kolam tutup pukul 15.00."
"Johan T.","8.5","Profil ini privat.","Tenang tapi furnitur, lampu, lampu, tempat tidur, dan kamar mandi agak tua."
"TAN K. H. A.","8.8","21-Apr-19","Plus: Check-in dan Check-out lancar dan cepat. Kolam Renang Hebat dan Jacuzzi Berpemanas. Sarapannya enak dan beragam. Staf dari Penerimaan, Boy Bell ke Penjaga Keamanan semua sopan, sopan, ramah dan membantu. Ada juga Pianis dan Penyanyi yang memberi kami hiburan yang luar biasa. Kamarnya Besar dan Luas. Tidak hanya itu, ia hadir dengan empat bantal, satu guling, dan satu pelukan bantal kecil. Hotel-hotel lain bahkan dikenakan biaya untuk bantal tambahan. Sentuhan yang sangat bagus dan menghangatkan hati. Terima kasih Planet Holiday. Minus: Pendingin udara terlalu dingin untuk kenyamanan dan tidak ada pengontrol udara-udara untuk mengatur suhu. Ini memalukan! Itu bertentangan dengan moto Planet Holiday sendiri tentang &quot;Tetap di Planet untuk menyelamatkan Planet&quot;. Cahaya ruangan terlalu redup dan lantai toilet bahkan tidak menghasilkan lantai yang selalu basah dan licin, sangat berbahaya bagi orang tua. Jika bukan karena poin minus ini, saya akan memberikan Planet Holiday 9 dari 10!"
"Aza H. A. R.","8.5","18-Apr-19","Hotel tua tapi terawat dengan baik dan mendapat fasilitas yang bagus."
"Mega W. S.","9.4","17-Apr-19","proses check in cepat. Kamar bersih dan besar. AC bekerja dengan baik. Sarapannya ok. tapi semua makanan disajikan dingin."
"Adrian E. L.","8.5","31-Dec-19","hebat dalam setiap aspek .. 1 kata: sempurna!"
"Hasanuddin I.","8.8","7-Dec-19","Hotel ini ok, khas Hotel tua tapi terawat dengan baik. Fasilitas lengkap, sarapan berlimpah. Bisa menggunakan sedikit lebih banyak perawatan. Sempurna untuk mereka yang berada di Batam untuk bekerja."
"Ahmad Z.","8.5","6-Oct-19","Hotel bagus dan bersih terletak di pusat kota"
"DES A.","9.7","29-Sep-19","Hotel yang bagus di lokasi yang baik. perbaikan bisa dilakukan ke arah menu sarapan."
"Agata B.","9.7","30-Jul-19","pelayanan prima! rupanya kamar yang dipesan penuh dan mereka meningkatkan kamar kami secara gratis."
"Bayu A.","8.7","29-May-19","Hotel yang bagus dengan fasilitas lengkap, bersih dan rapi, tetapi kolam renang tutup lebih awal karena ada acara buka puasa selama bulan puasa. kolam tutup pukul 15.00."
"Johan T.","8.5","Profil ini privat.","Tenang tapi furnitur, lampu, lampu, tempat tidur, dan kamar mandi agak tua."
"TAN K. H. A.","8.8","21-Apr-19","Plus: Check-in dan Check-out lancar dan cepat. Kolam Renang Hebat dan Jacuzzi Berpemanas. Sarapannya enak dan beragam. Staf dari Penerimaan, Boy Bell ke Penjaga Keamanan semua sopan, sopan, ramah dan membantu. Ada juga Pianis dan Penyanyi yang memberi kami hiburan yang luar biasa. Kamarnya Besar dan Luas. Tidak hanya itu, ia hadir dengan empat bantal, satu guling, dan satu pelukan bantal kecil. Hotel-hotel lain bahkan dikenakan biaya untuk bantal tambahan. Sentuhan yang sangat bagus dan menghangatkan hati. Terima kasih Planet Holiday. Minus: Pendingin udara terlalu dingin untuk kenyamanan dan tidak ada pengontrol udara-udara untuk mengatur suhu. Ini memalukan! Itu bertentangan dengan moto Planet Holiday sendiri tentang &quot;Tetap di Planet untuk menyelamatkan Planet&quot;. Cahaya ruangan terlalu redup dan lantai toilet bahkan tidak menghasilkan lantai yang selalu basah dan licin, sangat berbahaya bagi orang tua. Jika bukan karena poin minus ini, saya akan memberikan Planet Holiday 9 dari 10!"
"Aza H. A. R.","8.5","18-Apr-19","Hotel tua tapi terawat dengan baik dan mendapat fasilitas yang bagus."
"Mega W. S.","9.4","17-Apr-19","proses check in cepat. Kamar bersih dan besar. AC bekerja dengan baik. Sarapannya ok. tapi semua makanan disajikan dingin."
